Zeit,Geschwindigkeit,Fahrtrichtung,Lenkwinkel,Abstand_Hindernis
16:55:29.536,55,1,95,36
16:55:29.549,55,1,95,37
16:55:29.562,55,1,95,35
16:55:29.575,55,1,95,34
16:55:29.588,55,1,95,35
16:55:29.600,55,1,95,33
16:55:29.613,55,1,95,33
16:55:29.626,55,1,95,34
16:55:29.639,55,1,95,33
16:55:29.652,55,1,95,32
16:55:29.664,55,1,95,32
16:55:29.677,55,1,95,32
16:55:29.690,55,1,95,31
16:55:29.703,55,1,95,32
16:55:29.715,55,1,95,31
16:55:29.728,55,1,95,30
16:55:29.741,55,1,95,31
16:55:29.753,55,1,95,31
16:55:29.871,30,1,95,29
16:55:29.972,30,1,95,29
16:55:29.986,30,1,95,60
16:55:30.001,30,1,95,59
16:55:30.015,30,1,95,58
16:55:30.029,30,1,95,57
16:55:30.043,30,1,95,58
16:55:30.058,30,1,95,57
16:55:30.072,30,1,95,58
16:55:30.087,30,1,95,58
16:55:30.101,30,1,95,58
16:55:30.117,30,1,95,57
16:55:30.131,30,1,95,57
16:55:30.146,30,1,95,56
16:55:30.160,30,1,95,56
16:55:30.174,30,1,95,58
16:55:30.188,30,1,95,56
16:55:30.203,30,1,95,56
16:55:30.217,30,1,95,55
16:55:30.231,30,1,95,55
16:55:30.246,30,1,95,57
16:55:30.260,30,1,95,56
16:55:30.275,30,1,95,54
16:55:30.289,30,1,95,55
16:55:30.303,30,1,95,56
16:55:30.317,30,1,95,54
16:55:30.378,30,1,95,-2
16:55:30.439,30,1,95,-2
16:55:30.500,30,1,95,-2
16:55:30.561,30,1,95,-2
16:55:30.622,30,1,95,-2
16:55:30.683,30,1,95,-2
16:55:30.721,30,1,95,-4
16:55:30.839,30,1,95,14
16:55:30.940,30,1,95,14
16:55:31.054,0,0,95,10
16:57:51.372,0,0,90,0
16:57:51.478,50,1,90,0
16:57:51.478,50,1,90,0
16:57:51.615,55,1,90,357
16:57:51.966,55,1,90,357
16:57:52.108,60,1,90,342
16:57:52.460,60,1,90,342
16:57:52.603,65,1,90,325
16:57:52.954,65,1,90,325
16:57:53.097,70,1,90,306
16:57:53.448,70,1,90,306
16:57:53.509,70,1,90,-2
16:57:53.572,70,1,90,-2
16:57:53.637,70,1,90,-2
16:57:53.698,70,1,90,-2
16:57:53.760,70,1,90,-2
16:57:53.822,70,1,90,-2
16:57:53.859,70,1,90,-4
16:57:53.993,75,1,90,271
16:57:54.344,75,1,90,271
16:57:54.478,80,1,90,251
16:57:54.829,80,1,90,251
16:57:54.968,85,1,90,230
16:57:55.319,85,1,90,230
16:57:55.380,85,1,90,-2
16:57:55.395,85,1,90,-4
16:57:55.532,90,1,90,208
16:57:55.884,90,1,90,208
16:57:56.019,95,1,90,180
16:57:56.370,95,1,90,180
16:57:56.504,100,1,90,153
16:57:56.855,100,1,90,153
16:57:56.916,100,1,90,-2
16:57:56.987,100,1,90,-2
16:57:57.051,100,1,90,-2
16:57:57.113,100,1,90,-2
16:57:57.174,100,1,90,-2
16:57:57.243,100,1,90,-2
16:57:57.304,100,1,90,-2
16:57:57.336,100,1,90,-4
16:57:57.398,100,1,90,-2
16:57:57.460,100,1,90,-2
16:57:57.521,100,1,90,-2
16:57:57.583,100,1,90,-2
16:57:57.644,100,1,90,-2
16:57:57.705,100,1,90,-2
16:57:57.744,100,1,90,-4
16:57:57.805,100,1,90,-2
16:57:57.867,100,1,90,-2
16:57:57.928,100,1,90,-2
16:57:57.983,100,1,90,-4
16:57:58.045,100,1,90,-2
16:57:58.107,100,1,90,-2
16:57:58.169,100,1,90,-2
16:57:58.230,100,1,90,-2
16:57:58.278,100,1,90,-4
16:57:58.339,100,1,90,-2
16:57:58.475,100,1,90,417
16:57:58.601,0,0,90,3
16:58:09.583,0,0,90,0
16:58:09.690,50,1,90,0
16:58:09.690,50,1,90,0
16:58:09.819,55,1,90,211
16:58:10.170,55,1,90,211
16:58:10.306,60,1,90,198
16:58:10.657,60,1,90,198
16:58:10.784,65,1,90,181
16:58:11.135,65,1,90,181
16:58:11.269,70,1,90,163
16:58:11.621,70,1,90,163
16:58:11.745,75,1,90,142
16:58:12.096,75,1,90,142
16:58:12.220,80,1,90,122
16:58:12.571,80,1,90,122
16:58:12.588,80,1,90,100
16:58:12.605,80,1,90,99
16:58:12.622,80,1,90,99
16:58:12.639,80,1,90,98
16:58:12.656,80,1,90,98
16:58:12.673,80,1,90,97
16:58:12.689,80,1,90,97
16:58:12.706,80,1,90,95
16:58:12.722,80,1,90,94
16:58:12.739,80,1,90,93
16:58:12.755,80,1,90,93
16:58:12.772,80,1,90,92
16:58:12.788,80,1,90,90
16:58:12.805,80,1,90,90
16:58:12.821,80,1,90,90
16:58:12.838,80,1,90,90
16:58:12.854,80,1,90,89
16:58:12.870,80,1,90,87
16:58:12.886,80,1,90,88
16:58:12.902,80,1,90,87
16:58:12.919,80,1,90,86
16:58:12.935,80,1,90,87
16:58:12.951,80,1,90,86
16:58:12.967,80,1,90,80
16:58:12.983,80,1,90,83
16:58:12.998,80,1,90,82
16:58:13.022,80,1,90,82
16:58:13.038,80,1,90,81
16:58:13.054,80,1,90,81
16:58:13.070,80,1,90,79
16:58:13.086,80,1,90,78
16:58:13.102,80,1,90,76
16:58:13.118,80,1,90,76
16:58:13.134,80,1,90,79
16:58:13.150,80,1,90,75
16:58:13.166,80,1,90,74
16:58:13.182,80,1,90,75
16:58:13.198,80,1,90,72
16:58:13.214,80,1,90,75
16:58:13.230,80,1,90,73
16:58:13.245,80,1,90,70
16:58:13.261,80,1,90,71
16:58:13.277,80,1,90,72
16:58:13.292,80,1,90,69
16:58:13.356,80,1,90,-2
16:58:13.420,80,1,90,-2
16:58:13.485,80,1,90,-2
16:58:13.548,80,1,90,-2
16:58:13.609,80,1,90,-2
16:58:13.670,80,1,90,-2
16:58:13.703,80,1,90,-4
16:58:13.717,80,1,90,49
16:58:13.731,80,1,90,47
16:58:13.746,80,1,90,47
16:58:13.760,80,1,90,46
16:58:13.775,80,1,90,-4
16:58:13.791,80,1,90,45
16:58:13.808,80,1,90,43
16:58:13.822,80,1,90,43
16:58:13.836,80,1,90,43
16:58:13.850,80,1,90,41
16:58:13.864,80,1,90,42
16:58:13.878,80,1,90,40
16:58:13.894,80,1,90,40
16:58:13.908,80,1,90,39
16:58:13.921,80,1,90,38
16:58:13.935,80,1,90,38
16:58:13.949,80,1,90,37
16:58:13.962,80,1,90,36
16:58:13.975,80,1,90,36
16:58:13.989,80,1,90,34
16:58:14.002,80,1,90,34
16:58:14.016,80,1,90,33
16:58:14.029,80,1,90,33
16:58:14.043,80,1,90,32
16:58:14.057,80,1,90,31
16:58:14.070,80,1,90,31
16:58:14.083,80,1,90,30
16:58:14.096,80,1,90,30
16:58:14.223,30,1,90,29
16:58:14.324,30,1,90,29
16:58:14.451,30,1,90,23
16:58:14.552,30,1,90,23
16:58:14.613,30,1,90,-2
16:58:14.677,30,1,90,-2
16:58:14.738,30,1,90,-2
16:58:14.800,30,1,90,-2
16:58:14.861,30,1,90,-2
16:58:14.923,30,1,90,-2
16:58:14.984,30,1,90,-2
16:58:15.026,30,1,90,-4
16:58:15.153,30,1,90,12
16:58:15.255,30,1,90,12
16:58:15.381,30,1,90,11
16:58:15.482,30,1,90,11
16:58:15.601,0,0,90,6
